GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; In labor force:,Margin of Error; In labor force:,Estimate; In labor force: - Civilian labor force:,Margin of Error; In labor force: - Civilian labor force:,Estimate; In labor force: - Civilian labor force: - Employed,Margin of Error; In labor force: - Civilian labor force: - Employed,Estimate; In labor force: - Civilian labor force: - Unemployed,Margin of Error; In labor force: - Civilian labor force: - Unemployed,Estimate; In labor force: - Armed Forces,Margin of Error; In labor force: - Armed Forces,Estimate; Not in labor force,Margin of Error; Not in labor force
1400000US47157021020,47157021020,"Census Tract 210.20, Shelby County, Tennessee",4696,451,3161,389,3161,389,3032,399,129,79,0,17,1535,263
1400000US47157021111,47157021111,"Census Tract 211.11, Shelby County, Tennessee",3149,338,2376,326,2376,326,2219,330,157,97,0,12,773,208
1400000US47157021112,47157021112,"Census Tract 211.12, Shelby County, Tennessee",4963,439,3667,479,3667,479,3385,484,282,153,0,17,1296,290
1400000US47157021113,47157021113,"Census Tract 211.13, Shelby County, Tennessee",2898,262,2379,299,2379,299,2158,232,221,171,0,12,519,141
1400000US47157021121,47157021121,"Census Tract 211.21, Shelby County, Tennessee",4019,381,2883,349,2883,349,2718,351,165,103,0,12,1136,214
1400000US47157021122,47157021122,"Census Tract 211.22, Shelby County, Tennessee",4203,355,3125,357,3125,357,2959,363,166,110,0,17,1078,254
1400000US47157021124,47157021124,"Census Tract 211.24, Shelby County, Tennessee",6113,803,4904,738,4904,738,4539,696,365,233,0,17,1209,279
1400000US47157021125,47157021125,"Census Tract 211.25, Shelby County, Tennessee",3842,518,2556,278,2544,278,2408,264,136,80,12,19,1286,445
1400000US47157021126,47157021126,"Census Tract 211.26, Shelby County, Tennessee",3511,307,2615,250,2615,250,2493,239,122,82,0,12,896,237
1400000US47157021135,47157021135,"Census Tract 211.35, Shelby County, Tennessee",5119,432,3769,346,3752,346,3553,333,199,110,17,27,1350,317
1400000US47157021136,47157021136,"Census Tract 211.36, Shelby County, Tennessee",3869,281,2931,291,2931,291,2818,271,113,58,0,17,938,153
1400000US47157021137,47157021137,"Census Tract 211.37, Shelby County, Tennessee",5947,434,4405,429,4405,429,4235,426,170,94,0,17,1542,291
1400000US47157021138,47157021138,"Census Tract 211.38, Shelby County, Tennessee",2497,243,1960,192,1960,192,1878,186,82,55,0,12,537,134
1400000US47157021139,47157021139,"Census Tract 211.39, Shelby County, Tennessee",3436,293,2291,217,2291,217,2199,209,92,66,0,12,1145,208
1400000US47157021140,47157021140,"Census Tract 211.40, Shelby County, Tennessee",3809,380,2828,385,2828,385,2633,350,195,153,0,17,981,188
1400000US47157021141,47157021141,"Census Tract 211.41, Shelby County, Tennessee",5675,444,4516,392,4500,392,4231,404,269,154,16,27,1159,271
1400000US47157021142,47157021142,"Census Tract 211.42, Shelby County, Tennessee",3328,312,2496,435,2496,435,2341,450,155,105,0,12,832,258
1400000US47157021200,47157021200,"Census Tract 212, Shelby County, Tennessee",4067,687,0,12,0,12,0,12,0,12,0,12,4067,687
1400000US47157021311,47157021311,"Census Tract 213.11, Shelby County, Tennessee",3771,269,2098,286,2098,286,2013,274,85,54,0,12,1673,188
1400000US47157021312,47157021312,"Census Tract 213.12, Shelby County, Tennessee",1974,173,1449,161,1449,161,1405,183,44,65,0,12,525,124
1400000US47157021320,47157021320,"Census Tract 213.20, Shelby County, Tennessee",4666,348,3202,288,3202,288,3113,279,89,58,0,17,1464,247
1400000US47157021331,47157021331,"Census Tract 213.31, Shelby County, Tennessee",2761,247,1795,190,1795,190,1720,184,75,49,0,12,966,183
1400000US47157021333,47157021333,"Census Tract 213.33, Shelby County, Tennessee",2981,356,2164,300,2153,304,2068,292,85,57,11,22,817,177
1400000US47157021334,47157021334,"Census Tract 213.34, Shelby County, Tennessee",3021,388,2232,338,2232,338,2015,329,217,123,0,12,789,191
